LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (?),WINNERS
Lotto 6/42,12-21-07-24-16-42,8/14/2012,"3,000,000.00",0
Lotto 6/42,05-06-24-39-37-22,8/16/2012,"5,976,162.00",0
Lotto 6/42,21-41-36-26-27-24,8/18/2012,"9,201,709.80",0
Lotto 6/42,24-17-18-33-35-04,8/21/2012,"12,622,581.00",1
Lotto 6/42,24-26-17-25-02-22,8/23/2012,"3,096,108.00",1
Lotto 6/42,16-23-04-02-35-11,8/25/2012,"3,082,773.60",0
Lotto 6/42,12-29-27-11-04-09,8/28/2012,"6,190,594.20",2
Lotto 6/42,19-12-32-27-07-35,8/30/2012,"3,026,993.40",0
Lotto 6/42,18-33-16-28-42-09,9/1/2012,"6,217,437.60",0
Lotto 6/42,03-30-19-39-20-07,9/4/2012,"9,858,880.80",1
Lotto 6/42,19-06-21-29-33-37,9/6/2012,"3,369,785.40",0
Lotto 6/42,25-35-03-07-27-24,9/8/2012,"6,979,752.00",0
Lotto 6/42,08-16-42-12-14-15,9/11/2012,"10,913,243.40",0
Lotto 6/42,09-19-08-42-28-38,9/13/2012,"14,946,004.80",0
Lotto 6/42,03-25-28-07-16-38,9/15/2012,"19,285,275.60",0
Lotto 6/42,39-13-24-34-06-40,9/18/2012,"23,787,223.20",0
Lotto 6/42,31-27-37-40-19-30,9/20/2012,"28,260,214.20",0
Lotto 6/42,18-03-01-41-31-19,9/22/2012,"33,316,848.00",0
Lotto 6/42,20-06-30-25-36-32,9/25/2012,"39,138,085.80",0
Lotto 6/42,19-05-41-30-03-35,9/27/2012,"44,962,830.00",0
Lotto 6/42,21-15-10-04-23-09,9/29/2012,"51,241,667.40",2
Lotto 6/42,26-37-41-32-12-06,10/2/2012,"3,747,709.80",0
Lotto 6/42,09-37-33-04-01-08,10/4/2012,"7,297,576.20",1
Lotto 6/42,40-20-11-26-33-16,10/6/2012,"3,466,409.40",0
Lotto 6/42,19-38-34-30-13-25,10/9/2012,"6,964,171.20",1
Lotto 6/42,18-23-19-36-39-15,10/11/2012,"3,275,832.60",0
Lotto 6/42,08-03-29-10-06-36,10/13/2012,"6,684,075.00",0
Lotto 6/42,13-10-39-29-19-05,10/16/2012,"10,397,539.80",0
Lotto 6/42,12-22-11-28-05-21,10/18/2012,"14,141,755.80",1
Lotto 6/42,19-38-26-15-12-07,10/20/2012,"3,256,608.60",0
Lotto 6/42,02-07-28-39-11-36,10/23/2012,"6,601,132.80",0
Lotto 6/42,02-18-11-09-17-33,10/25/2012,"9,332,359.20",1
Lotto 6/42,29-26-18-07-11-41,10/27/2012,"3,238,983.00",0
Lotto 6/42,02-39-12-35-33-13,10/30/2012,"6,608,248.20",0
Lotto 6/42,39-14-18-36-37-19,11/1/2012,"8,742,175.20",0
Lotto 6/42,14-23-16-36-37-20,11/3/2012,"12,058,315.20",0
Lotto 6/42,07-42-25-13-16-34,11/6/2012,"16,050,862.80",2
Lotto 6/42,22-20-24-32-04-02,11/8/2012,"3,048,402.60",0
Lotto 6/42,36-09-07-35-18-33,11/10/2012,"6,274,537.20",0
Lotto 6/42,36-35-06-32-04-29,11/13/2012,"9,714,112.20",0
Lotto 6/42,38-30-20-06-08-11,11/15/2012,"13,220,037.00",0
Lotto 6/42,19-10-24-28-07-04,11/17/2012,"17,067,834.00",1
Lotto 6/42,29-25-07-12-35-39,11/20/2012,"3,206,005.20",1
Lotto 6/42,12-22-27-33-29-19,11/22/2012,"3,000,000.00",0
Lotto 6/42,35-16-33-39-12-37,11/24/2012,"6,172,434.00",0
Lotto 6/42,29-35-21-27-32-01,11/27/2012,"9,559,953.00",1
Lotto 6/42,20-12-35-31-23-09,11/29/2012,"3,022,579.80",0
Lotto 6/42,32-29-17-14-42-15,12/1/2012,"6,309,603.00",0
Lotto 6/42,42-04-39-21-03-40,12/4/2012,"9,587,534.40",0
Lotto 6/42,17-40-34-16-21-06,12/6/2012,"13,338,414.00",0
Lotto 6/42,27-40-03-25-32-05,12/8/2012,"17,248,888.80",0
Lotto 6/42,12-40-08-21-18-37,12/11/2012,"21,694,190.40",0
Lotto 6/42,06-08-24-21-23-16,12/13/2012,"26,173,054.80",0
Lotto 6/42,06-15-23-14-37-32,12/15/2012,"30,757,386.60",0
Lotto 6/42,22-35-08-18-25-09,12/18/2012,"35,707,604.40",0
Lotto 6/42,37-12-42-18-40-01,12/20/2012,"40,613,608.80",1
Lotto 6/42,07-13-10-08-35-09,12/22/2012,"3,574,861.20",0
Lotto 6/42,11-27-30-39-05-37,12/27/2012,"6,991,858.80",1
Lotto 6/42,13-16-26-14-33-04,12/29/2012,"3,425,142.60",0
Lotto 6/42,21-27-23-37-39-08,1/3/2013,"6,808,330.80",0
Lotto 6/42,33-31-19-23-28-15,1/5/2013,"10,363,059.00",1
Lotto 6/42,08-23-20-21-02-33,1/8/2013,"3,390,093.00",1
Lotto 6/42,42-39-03-30-15-41,1/10/2013,"3,142,548.00",0
Lotto 6/42,30-27-14-34-05-41,1/12/2013,"6,372,592.20",0
Lotto 6/42,22-18-09-10-05-01,1/15/2013,"9,994,768.20",1
Lotto 6/42,35-08-36-32-42-28,1/17/2013,"3,174,147.00",0
Lotto 6/42,40-26-22-04-35-10,1/19/2013,"6,537,760.20",0
Lotto 6/42,21-27-08-16-17-34,1/22/2013,"10,082,284.20",0
Lotto 6/42,34-41-12-24-33-19,1/24/2013,"13,641,613.20",1
Lotto 6/42,14-36-28-34-12-42,1/26/2013,"3,314,226.60",0
Lotto 6/42,35-41-23-14-30-36,1/29/2013,"6,548,056.20",0
Lotto 6/42,30-16-29-13-41-09,1/31/2013,"9,977,657.40",0
Lotto 6/42,11-42-40-27-31-18,2/2/2013,"13,808,970.00",1
Lotto 6/42,11-19-33-42-15-28,2/5/2013,"3,419,289.00",3
Lotto 6/42,09-42-02-22-17-19,2/7/2013,"3,003,006.60",0
Lotto 6/42,38-11-15-19-27-10,2/9/2013,"6,358,546.80",0
Lotto 6/42,17-30-13-39-05-19,2/12/2013,"9,956,989.80",1
Lotto 6/42,19-20-41-04-34-16,2/14/2013,"3,061,447.20",0
Lotto 6/42,37-01-28-08-12-06,2/16/2013,"6,336,637.20",0
Lotto 6/42,07-11-27-26-24-16,2/19/2013,"9,902,745.00",0
Lotto 6/42,33-10-30-09-02-20,2/21/2013,"13,464,007.20",0
Lotto 6/42,31-24-35-08-22-34,2/23/2013,"17,213,236.20",0
Lotto 6/42,16-17-24-05-22-26,2/26/2013,"21,322,879.20",0
Lotto 6/42,35-30-25-20-14-13,2/28/2013,"25,549,498.80",1
Lotto 6/42,16-07-05-20-02-40,3/2/2013,"3,475,710.00",0
Lotto 6/42,40-05-41-37-03-16,3/5/2013,"7,034,621.40",0
Lotto 6/42,08-38-11-26-18-40,3/7/2013,"10,619,166.60",0
Lotto 6/42,32-35-36-20-12-16,3/9/2013,"14,492,147.40",0
Lotto 6/42,34-02-42-21-31-26,3/12/2013,"18,479,482.20",0
Lotto 6/42,40-15-17-06-07-32,3/14/2013,"22,408,831.80",0
Lotto 6/42,14-17-29-04-38-30,3/16/2013,"26,635,469.40",0
Lotto 6/42,11-07-33-31-02-14,3/19/2013,"31,190,830.20",0
Lotto 6/42,29-21-25-30-16-35,3/21/2013,"35,883,891.00",0
Lotto 6/42,29-35-15-22-07-01,3/23/2013,"40,719,607.20",0
Lotto 6/42,41-31-32-38-03-20,3/26/2013,"46,162,051.20",0
Lotto 6/42,23-05-37-08-01-24,4/2/2013,"51,895,060.20",2
Lotto 6/42,39-40-31-06-04-27,4/4/2013,"3,129,951.60",0
Lotto 6/42,41-01-30-22-07-24,4/6/2013,"6,113,784.60",1
Lotto 6/42,31-27-24-30-29-05,4/9/2013,"3,000,000.00",0
Lotto 6/42,17-24-22-06-07-19,4/11/2013,"5,734,461.60",0
Lotto 6/42,22-11-03-24-18-39,4/13/2013,"9,012,034.80",1
Lotto 6/42,28-23-07-17-26-12,4/16/2013,"3,181,419.00",0
Lotto 6/42,24-08-16-31-18-33,4/18/2013,"6,259,372.20",0
Lotto 6/42,33-15-25-12-31-19,4/20/2013,"9,633,472.20",1
Lotto 6/42,30-33-14-37-39-13,4/23/2013,"3,071,815.20",0
Lotto 6/42,32-26-05-16-20-02,4/25/2013,"5,960,842.20",1
Lotto 6/42,40-03-06-19-14-39,4/27/2013,"3,016,951.20",0
Lotto 6/42,26-36-03-37-33-20,4/30/2013,"6,073,767.00",0
Lotto 6/42,28-18-16-12-02-05,5/2/2013,"9,530,051.40",1
Lotto 6/42,21-08-29-25-16-32,5/4/2013,"3,318,328.80",0
Lotto 6/42,35-04-15-01-10-38,5/7/2013,"6,800,232.60",1
Lotto 6/42,07-37-02-22-24-10,5/9/2013,"3,099,204.00",2
Lotto 6/42,09-01-31-34-14-20,5/11/2013,"3,177,664.20",0
Lotto 6/42,41-03-09-40-35-04,5/14/2013,"6,112,818.00",0
Lotto 6/42,13-07-24-22-11-03,5/16/2013,"9,455,994.00",2
Lotto 6/42,42-28-29-30-07-38,5/18/2013,"6,000,000.00",0
Lotto 6/42,11-35-22-34-31-04,5/21/2013,"8,969,584.00",0
Lotto 6/42,34-26-16-29-18-27,5/23/2013,"12,791,220.00",0
Lotto 6/42,32-20-27-04-24-16,5/25/2013,"17,024,840.00",0
Lotto 6/42,05-04-10-21-03-16,5/28/2013,"21,202,604.00",0
Lotto 6/42,04-31-13-30-08-32,5/30/2013,"25,195,212.00",0
Lotto 6/42,22-09-34-14-28-27,6/1/2013,"29,772,684.00",0
Lotto 6/42,34-15-31-33-04-11,6/4/2013,"34,162,808.00",0
Lotto 6/42,22-13-05-19-25-10,6/6/2013,"39,462,944.00",2
Lotto 6/42,22-21-27-33-07-30,6/8/2013,"6,000,000.00",0
Lotto 6/42,19-28-30-20-04-39,6/11/2013,"7,219,136.00",0
Lotto 6/42,33-09-30-18-14-22,6/13/2013,"10,385,308.00",0
Lotto 6/42,21-23-38-34-06-33,6/15/2013,"14,175,720.00",0
Lotto 6/42,35-32-24-36-19-28,6/18/2013,"17,964,776.00",0
Lotto 6/42,23-27-19-13-37-32,6/20/2013,"21,740,460.00",0
Lotto 6/42,17-01-35-04-14-07,6/22/2013,"25,735,364.00",0
Lotto 6/42,11-26-32-07-36-33,6/25/2013,"29,890,216.00",0
Lotto 6/42,38-27-32-35-22-08,6/27/2013,"33,917,556.00",1
Lotto 6/42,26-35-39-08-38-28,6/29/2013,"6,000,000.00",0
Lotto 6/42,25-07-27-08-16-10,7/2/2013,"6,666,936.00",0
Lotto 6/42,14-20-37-08-13-39,7/4/2013,"9,775,272.00",0
Lotto 6/42,13-20-23-25-27-28,7/6/2013,"13,592,580.00",0
Lotto 6/42,29-39-11-15-07-21,7/9/2013,"17,093,184.00",1
Lotto 6/42,15-27-08-16-37-14,7/11/2013,"6,000,000.00",0
Lotto 6/42,07-34-26-12-23-38,7/13/2013,"6,440,892.00",0
Lotto 6/42,24-29-01-27-03-42,7/16/2013,"9,770,064.00",1
Lotto 6/42,05-29-34-35-10-27,7/18/2013,"6,000,000.00",0
Lotto 6/42,09-08-38-03-36-02,7/20/2013,"6,384,180.00",0
Lotto 6/42,12-42-31-32-06-13,7/23/2013,"9,409,564.00",0
Lotto 6/42,25-22-21-04-19-07,7/25/2013,"12,560,080.00",0
Lotto 6/42,29-36-30-16-39-41,7/27/2013,"16,022,900.00",0
Lotto 6/42,30-27-14-10-35-20,7/30/2013,"19,656,556.00",0
Lotto 6/42,11-42-05-10-27-22,8/1/2013,"23,301,496.00",1
Lotto 6/42,06-41-14-37-40-35,8/3/2013,"6,000,000.00",0
Lotto 6/42,41-07-04-38-13-29,8/6/2013,"6,282,888.00",0
Lotto 6/42,20-40-29-24-07-08,8/8/2013,"9,139,868.00",0
Lotto 6/42,39-40-11-19-30-35,8/10/2013,"12,327,584.00",0
Lotto 6/42,19-08-30-40-15-18,8/13/2013,"15,860,576.00",0
Lotto 6/42,37-13-40-08-30-11,8/15/2013,"19,497,128.00",0
Lotto 6/42,37-11-25-35-08-32,8/17/2013,"22,918,252.00",0
Lotto 6/42,15-30-42-35-16-13,8/20/2013,"25,930,996.00",0
Lotto 6/42,01-10-18-08-06-42,8/22/2013,"29,938,156.00",0
Lotto 6/42,01-38-40-29-22-25,8/24/2013,"34,263,156.00",0
Lotto 6/42,39-18-38-02-35-16,8/27/2013,"39,119,964.00",0
Lotto 6/42,17-09-42-29-34-36,8/29/2013,"44,005,592.00",1
Lotto 6/42,20-05-41-35-02-28,8/31/2013,"6,000,000.00",0
Lotto 6/42,38-36-39-01-22-16,9/3/2013,"6,196,352.00",0
Lotto 6/42,31-11-35-06-40-23,9/5/2013,"8,934,164.00",0
Lotto 6/42,21-29-32-27-40-24,9/7/2013,"12,110,960.00",0
Lotto 6/42,16-13-15-17-36-28,9/10/2013,"14,948,848.00",0
Lotto 6/42,25-12-40-08-24-23,9/12/2013,"17,877,244.00",0
Lotto 6/42,01-34-09-28-31-30,9/14/2013,"21,353,192.00",0
Lotto 6/42,05-27-32-36-22-09,9/17/2013,"24,933,960.00",0
Lotto 6/42,38-37-21-42-16-35,9/19/2013,"28,349,348.00",0
Lotto 6/42,39-02-20-08-25-05,9/21/2013,"32,243,492.00",0
Lotto 6/42,31-11-33-34-22-14,9/24/2013,"36,036,660.00",0
Lotto 6/42,01-03-26-04-27-19,9/26/2013,"39,709,788.00",0
Lotto 6/42,26-40-38-18-02-35,9/28/2013,"43,786,692.00",0
Lotto 6/42,14-07-17-32-03-23,10/1/2013,"49,028,528.00",0
Lotto 6/42,09-31-11-38-33-18,10/3/2013,"54,514,020.00",0
Lotto 6/42,06-01-31-23-13-11,10/5/2013,"60,181,596.00",2
Lotto 6/42,04-24-31-37-03-19,10/8/2013,"6,000,000.00",0
Lotto 6/42,27-09-16-35-42-19,10/10/2013,"6,000,000.00",0
Lotto 6/42,09-37-06-39-36-13,10/12/2013,"8,501,840.00",0
Lotto 6/42,15-19-27-06-09-26,10/15/2013,"11,261,876.00",0
Lotto 6/42,25-35-39-18-23-40,10/17/2013,"14,183,856.00",0
Lotto 6/42,15-11-19-33-18-07,10/19/2013,"17,371,676.00",0
Lotto 6/42,21-38-35-15-39-10,10/22/2013,"21,111,124.00",0
Lotto 6/42,04-22-12-25-20-21,10/24/2013,"24,853,032.00",0
Lotto 6/42,29-20-28-35-16-11,10/26/2013,"28,424,744.00",0
Lotto 6/42,37-17-03-20-28-23,10/29/2013,"32,557,272.00",0
Lotto 6/42,07-35-14-30-06-04,10/31/2013,"36,909,680.00",0
Lotto 6/42,24-37-07-30-25-01,11/2/2013,"40,698,928.00",0
Lotto 6/42,32-17-30-08-20-11,11/5/2013,"45,730,328.00",0
Lotto 6/42,18-22-41-04-19-20,11/7/2013,"50,638,124.00",0
Lotto 6/42,28-30-02-03-08-42,11/9/2013,"56,230,840.00",1
Lotto 6/42,32-16-24-03-05-25,11/12/2013,"6,000,000.00",0
Lotto 6/42,14-39-15-18-42-04,11/14/2013,"6,000,000.00",0
Lotto 6/42,30-03-17-41-26-02,11/16/2013,"8,941,568.00",0
Lotto 6/42,32-26-10-40-41-36,11/19/2013,"11,921,524.00",0
Lotto 6/42,28-32-38-36-14-16,11/21/2013,"14,749,020.00",0
Lotto 6/42,18-35-17-40-15-30,11/23/2013,"18,079,068.00",0
Lotto 6/42,22-15-02-34-01-36,11/26/2013,"21,221,548.00",0
Lotto 6/42,32-10-12-08-20-26,11/28/2013,"24,264,760.00",0
Lotto 6/42,33-40-01-07-24-42,11/30/2013,"28,195,300.00",1
Lotto 6/42,03-23-06-15-20-25,12/3/2013,"6,000,000.00",2
Lotto 6/42,29-41-17-26-09-04,12/5/2013,"6,000,000.00",0
Lotto 6/42,30-02-11-16-18-03,12/7/2013,"6,000,000.00",0
Lotto 6/42,42-12-21-38-19-25,12/10/2013,"8,282,872.00",0
Lotto 6/42,37-18-04-32-15-21,12/12/2013,"11,085,664.00",0
Lotto 6/42,27-04-38-13-03-11,12/14/2013,"14,495,172.00",0
Lotto 6/42,18-01-10-34-24-35,12/17/2013,"18,298,172.00",0
Lotto 6/42,17-05-30-10-36-12,12/19/2013,"22,213,608.00",0
Lotto 6/42,25-02-38-04-32-34,12/21/2013,"26,068,812.00",0
Lotto 6/42,01-41-24-16-20-15,12/24/2013,"28,628,940.00",1
Lotto 6/42,29-41-20-36-40-03,12/26/2013,"6,000,000.00",0
Lotto 6/42,16-11-34-41-31-03,12/28/2013,"6,334,552.00",0
Lotto 6/42,29-14-41-19-38-37,12/31/2013,"8,477,020.00",0
Lotto 6/42,16-14-04-15-39-10,1/2/2014,"11,463,512.00",0
Lotto 6/42,18-26-07-33-40-06,1/4/2014,"14,755,896.00",0
Lotto 6/42,06-32-25-38-10-41,1/7/2014,"18,538,044.00",0
Lotto 6/42,21-13-19-27-20-23,1/9/2014,"22,425,340.00",1
Lotto 6/42,38-22-21-34-19-16,1/11/2014,"6,000,000.00",0
Lotto 6/42,08-24-37-42-36-14,1/14/2014,"6,000,000.00",1
Lotto 6/42,12-29-11-33-22-36,1/16/2014,"6,000,000.00",0
Lotto 6/42,08-27-25-03-41-26,1/18/2014,"6,000,000.00",0
Lotto 6/42,10-37-19-12-03-32,1/21/2014,"9,196,320.00",0
Lotto 6/42,09-03-11-22-40-15,1/23/2014,"12,368,508.00",0
Lotto 6/42,07-24-34-22-20-35,1/25/2014,"15,928,868.00",0
Lotto 6/42,31-19-27-17-20-12,1/28/2014,"19,748,020.00",0
Lotto 6/42,04-07-19-40-09-33,1/30/2014,"23,729,832.00",0
Lotto 6/42,11-21-12-04-20-08,2/1/2014,"27,893,532.00",2
Lotto 6/42,23-08-28-09-24-33,2/4/2014,"6,000,000.00",0
Lotto 6/42,01-09-32-37-33-05,2/6/2014,"6,000,000.00",0
Lotto 6/42,09-19-11-22-16-06,2/8/2014,"8,976,540.00",2
Lotto 6/42,22-41-35-20-29-42,2/11/2014,"6,000,000.00",0
Lotto 6/42,11-25-21-39-41-05,2/13/2014,"6,000,000.00",0
Lotto 6/42,34-31-16-03-29-12,2/15/2014,"8,360,180.00",0
Lotto 6/42,30-26-21-16-32-05,2/18/2014,"11,262,144.00",0
Lotto 6/42,08-06-20-35-26-10,2/20/2014,"14,107,432.00",0
Lotto 6/42,27-32-38-16-34-08,2/22/2014,"17,406,600.00",0
Lotto 6/42,32-40-06-21-37-14,2/25/2014,"20,574,712.00",0
Lotto 6/42,16-38-28-15-19-24,2/27/2014,"23,695,640.00",0
Lotto 6/42,29-21-03-04-02-31,3/1/2014,"27,428,564.00",0
Lotto 6/42,24-35-25-03-30-34,3/4/2014,"31,942,524.00",0
Lotto 6/42,04-26-21-39-09-10,3/6/2014,"36,407,824.00",0
Lotto 6/42,02-11-01-03-37-22,3/8/2014,"40,522,572.00",0
Lotto 6/42,25-40-38-12-06-34,3/11/2014,"45,662,880.00",0
Lotto 6/42,15-20-21-23-01-05,3/13/2014,"50,677,708.00",1
Lotto 6/42,26-22-25-04-19-12,3/15/2014,"6,000,000.00",1
Lotto 6/42,14-10-19-21-24-20,3/18/2014,"6,000,000.00",0
Lotto 6/42,10-16-08-11-13-32,3/20/2014,"6,000,000.00",0
Lotto 6/42,01-21-28-42-35-30,3/22/2014,"8,187,512.00",0
Lotto 6/42,06-15-05-18-24-27,3/25/2014,"10,979,844.00",0
Lotto 6/42,12-27-34-41-31-05,3/27/2014,"13,718,904.00",0
Lotto 6/42,07-13-23-29-32-16,3/29/2014,"16,904,096.00",0
Lotto 6/42,27-08-04-40-33-12,4/1/2014,"20,109,076.00",1
Lotto 6/42,01-36-23-31-03-25,4/3/2014,"6,000,000.00",0
Lotto 6/42,21-31-02-14-25-09,4/5/2014,"6,000,000.00",0
Lotto 6/42,05-30-37-02-28-14,4/8/2014,"8,846,892.00",0
Lotto 6/42,42-19-27-02-07-41,4/10/2014,"11,712,876.00",0
Lotto 6/42,33-13-40-28-39-41,4/12/2014,"15,031,412.00",0
Lotto 6/42,15-30-03-31-18-01,4/15/2014,"18,387,204.00",1
Lotto 6/42,11-33-05-22-30-41,4/22/2014,"6,000,000.00",0
Lotto 6/42,37-17-31-01-34-42,4/24/2014,"6,000,000.00",0
Lotto 6/42,18-20-27-26-32-13,4/26/2014,"7,943,352.00",0
Lotto 6/42,20-06-11-39-05-42,4/29/2014,"10,547,316.00",0
