LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (?),WINNERS
Superlotto 6/49,37-39-40-33-27-12,3/18/2012,"60,515,920.80",0
Superlotto 6/49,13-43-33-10-17-04,3/20/2012,"66,772,598.40",0
Superlotto 6/49,44-09-18-33-22-13,3/22/2012,"73,208,282.40",0
Superlotto 6/49,23-46-35-18-45-40,3/25/2012,"81,871,455.60",1
Superlotto 6/49,32-48-28-13-21-42,3/27/2012,"16,000,000.00",0
Superlotto 6/49,08-26-44-11-17-32,3/29/2012,"16,000,000.00",0
Superlotto 6/49,10-02-42-16-15-12,4/1/2012,"16,000,000.00",0
Superlotto 6/49,23-01-16-40-35-32,4/3/2012,"20,435,310.00",0
Superlotto 6/49,36-19-09-03-43-06,4/10/2012,"24,940,090.80",0
Superlotto 6/49,21-13-26-05-23-37,4/12/2012,"29,427,386.40",1
Superlotto 6/49,47-12-04-32-02-21,4/15/2012,"16,000,000.00",0
Superlotto 6/49,23-34-38-10-44-46,4/17/2012,"16,000,000.00",0
Superlotto 6/49,21-26-35-28-44-12,4/19/2012,"16,000,000.00",0
Superlotto 6/49,24-40-33-29-38-27,4/22/2012,"20,624,004.00",0
Superlotto 6/49,47-36-44-28-27-18,4/24/2012,"24,673,744.80",0
Superlotto 6/49,22-49-15-20-30-44,4/26/2012,"28,971,846.00",0
Superlotto 6/49,39-05-31-38-18-07,4/29/2012,"35,091,694.80",0
Superlotto 6/49,24-12-28-04-42-19,5/1/2012,"39,433,604.40",1
Superlotto 6/49,31-04-38-08-20-19,5/3/2012,"16,000,000.00",1
Superlotto 6/49,09-26-32-08-34-14,5/6/2012,"16,000,000.00",0
Superlotto 6/49,20-35-03-43-26-23,5/8/2012,"16,000,000.00",0
Superlotto 6/49,06-10-44-42-25-46,5/10/2012,"16,000,000.00",0
Superlotto 6/49,20-37-17-14-18-24,5/13/2012,"21,287,300.40",0
Superlotto 6/49,17-24-47-21-42-39,5/15/2012,"25,981,506.00",0
Superlotto 6/49,49-09-12-05-33-27,5/17/2012,"31,025,966.40",0
Superlotto 6/49,09-47-12-30-06-01,5/20/2012,"37,607,806.80",0
Superlotto 6/49,32-35-06-20-07-19,5/22/2012,"42,723,180.00",0
Superlotto 6/49,09-35-25-20-10-08,5/24/2012,"48,256,408.80",0
Superlotto 6/49,34-29-19-43-41-10,5/27/2012,"55,616,958.00",0
Superlotto 6/49,29-49-45-16-41-48,5/29/2012,"60,945,447.60",0
Superlotto 6/49,19-24-01-03-40-39,5/31/2012,"66,766,309.20",0
Superlotto 6/49,22-46-06-23-36-25,6/3/2012,"74,702,552.40",0
Superlotto 6/49,10-30-42-12-48-34,6/5/2012,"81,114,490.80",0
Superlotto 6/49,06-49-32-03-48-14,6/7/2012,"87,697,688.40",1
Superlotto 6/49,30-41-48-03-11-23,6/10/2012,"16,000,000.00",0
Superlotto 6/49,01-46-29-41-17-06,6/12/2012,"16,000,000.00",0
Superlotto 6/49,44-06-22-33-36-30,6/14/2012,"16,000,000.00",0
Superlotto 6/49,13-10-18-46-12-15,6/17/2012,"20,337,350.40",1
Superlotto 6/49,08-05-20-49-06-07,6/19/2012,"16,000,000.00",1
Superlotto 6/49,22-20-10-03-13-45,6/21/2012,"16,000,000.00",0
Superlotto 6/49,47-11-08-22-39-29,6/24/2012,"16,000,000.00",0
Superlotto 6/49,05-14-37-12-13-27,6/26/2012,"16,000,000.00",0
Superlotto 6/49,13-12-38-46-11-29,6/28/2012,"18,650,494.80",0
Superlotto 6/49,07-21-15-01-25-40,7/1/2012,"25,158,488.40",1
Superlotto 6/49,38-12-03-29-30-27,7/3/2012,"16,000,000.00",0
Superlotto 6/49,31-01-05-04-09-13,7/5/2012,"16,000,000.00",0
Superlotto 6/49,32-25-17-11-13-28,7/8/2012,"16,000,000.00",0
Superlotto 6/49,28-33-38-03-35-08,7/10/2012,"20,301,181.20",0
Superlotto 6/49,45-49-30-33-20-44,7/12/2012,"25,272,259.20",0
Superlotto 6/49,42-15-22-09-17-13,7/15/2012,"32,484,178.80",0
Superlotto 6/49,38-36-33-35-06-43,7/17/2012,"37,338,350.40",0
Superlotto 6/49,48-07-35-11-22-13,7/19/2012,"42,306,148.80",0
Superlotto 6/49,21-41-20-22-04-44,7/22/2012,"48,994,603.20",0
Superlotto 6/49,01-40-19-18-03-12,7/24/2012,"54,117,039.60",0
Superlotto 6/49,32-11-06-21-42-46,7/26/2012,"59,685,645.60",0
Superlotto 6/49,13-36-31-05-33-24,7/29/2012,"66,809,397.60",0
Superlotto 6/49,02-28-10-07-38-08,7/31/2012,"72,709,153.20",1
Superlotto 6/49,12-38-42-48-01-37,8/2/2012,"16,000,000.00",0
Superlotto 6/49,11-19-28-49-38-20,8/5/2012,"16,000,000.00",0
Superlotto 6/49,48-30-27-19-32-29,8/7/2012,"16,000,000.00",0
Superlotto 6/49,49-11-09-17-05-20,8/9/2012,"17,733,351.60",0
Superlotto 6/49,36-22-23-33-24-39,8/12/2012,"24,126,303.60",0
Superlotto 6/49,01-38-37-12-47-09,8/14/2012,"28,530,781.20",1
Superlotto 6/49,07-30-20-12-05-08,8/16/2012,"16,000,000.00",5
Superlotto 6/49,18-37-02-10-21-41,8/19/2012,"16,000,000.00",0
Superlotto 6/49,01-12-35-17-09-47,8/21/2012,"16,000,000.00",0
Superlotto 6/49,43-10-27-09-44-34,8/23/2012,"16,000,000.00",0
Superlotto 6/49,09-35-49-21-48-40,8/26/2012,"20,797,617.60",0
Superlotto 6/49,26-17-05-13-35-09,8/28/2012,"25,287,260.40",0
Superlotto 6/49,21-25-46-43-02-27,8/30/2012,"30,532,060.80",0
Superlotto 6/49,22-17-36-14-46-47,9/2/2012,"37,811,692.80",0
Superlotto 6/49,09-29-23-20-28-41,9/4/2012,"43,635,754.80",0
Superlotto 6/49,42-12-16-48-02-19,9/6/2012,"50,728,244.40",0
Superlotto 6/49,47-28-22-36-20-29,9/9/2012,"59,778,954.00",0
Superlotto 6/49,02-17-44-28-49-36,9/11/2012,"67,444,866.00",0
Superlotto 6/49,21-23-19-08-45-05,9/13/2012,"75,734,348.40",0
Superlotto 6/49,30-28-34-48-10-04,9/16/2012,"85,795,502.40",0
Superlotto 6/49,47-33-24-29-43-05,9/18/2012,"93,917,862.00",0
Superlotto 6/49,22-11-17-23-43-12,9/20/2012,"102,728,466.00",1
Superlotto 6/49,04-28-03-37-29-24,9/23/2012,"16,000,000.00",0
Superlotto 6/49,07-34-21-28-10-18,9/25/2012,"16,000,000.00",0
Superlotto 6/49,28-49-37-33-25-07,9/27/2012,"16,406,024.40",0
Superlotto 6/49,33-37-44-01-17-45,9/30/2012,"23,462,200.80",1
Superlotto 6/49,03-08-35-11-31-25,10/2/2012,"16,000,000.00",0
Superlotto 6/49,26-38-04-17-40-11,10/4/2012,"16,000,000.00",0
Superlotto 6/49,46-43-39-23-21-02,10/7/2012,"16,398,990.00",1
Superlotto 6/49,47-34-05-02-31-30,10/9/2012,"16,000,000.00",0
Superlotto 6/49,19-23-35-48-41-28,10/11/2012,"16,000,000.00",0
Superlotto 6/49,07-06-03-38-43-05,10/14/2012,"16,000,000.00",0
Superlotto 6/49,45-17-41-06-47-49,10/16/2012,"20,151,824.40",0
Superlotto 6/49,31-22-13-02-08-39,10/18/2012,"24,855,710.40",0
Superlotto 6/49,43-24-36-41-17-23,10/21/2012,"31,613,864.40",0
Superlotto 6/49,24-02-34-47-33-45,10/23/2012,"36,613,472.40",0
Superlotto 6/49,12-42-18-08-40-49,10/25/2012,"40,922,028.00",0
Superlotto 6/49,21-10-31-13-28-09,10/28/2012,"48,021,703.20",1
Superlotto 6/49,17-19-02-36-34-27,10/30/2012,"16,000,000.00",0
Superlotto 6/49,46-04-30-48-02-36,11/1/2012,"16,000,000.00",0
Superlotto 6/49,16-40-10-02-37-23,11/4/2012,"16,000,000.00",0
Superlotto 6/49,32-45-36-21-38-09,11/6/2012,"17,934,786.00",0
Superlotto 6/49,21-43-23-28-08-37,11/8/2012,"22,449,074.40",0
Superlotto 6/49,12-34-47-18-04-01,11/11/2012,"28,826,524.80",0
Superlotto 6/49,33-48-24-13-16-28,11/13/2012,"33,295,150.80",0
Superlotto 6/49,01-38-19-11-16-49,11/15/2012,"38,187,032.40",0
Superlotto 6/49,48-21-39-24-29-25,11/18/2012,"45,148,240.80",0
Superlotto 6/49,41-42-32-06-22-49,11/20/2012,"50,553,601.20",0
Superlotto 6/49,10-30-19-17-06-23,11/22/2012,"56,472,199.20",0
Superlotto 6/49,36-28-20-21-49-17,11/25/2012,"64,150,297.20",0
Superlotto 6/49,23-41-44-02-04-01,11/27/2012,"70,223,644.80",0
Superlotto 6/49,18-43-28-47-07-46,11/29/2012,"77,119,156.80",0
Superlotto 6/49,49-43-37-23-31-44,12/2/2012,"86,091,840.00",0
Superlotto 6/49,30-01-14-20-41-42,12/4/2012,"93,422,923.20",1
Superlotto 6/49,38-31-17-41-40-18,12/6/2012,"16,000,000.00",0
Superlotto 6/49,04-09-35-16-14-23,12/9/2012,"16,000,000.00",0
Superlotto 6/49,04-20-36-46-11-17,12/11/2012,"16,000,000.00",0
Superlotto 6/49,34-24-23-10-05-08,12/13/2012,"19,372,107.60",0
Superlotto 6/49,18-17-13-29-11-40,12/16/2012,"25,901,611.20",0
Superlotto 6/49,11-01-23-18-37-05,12/18/2012,"30,303,356.40",0
Superlotto 6/49,18-43-38-28-06-27,12/20/2012,"35,026,063.20",0
Superlotto 6/49,44-01-17-25-15-46,12/23/2012,"42,815,808.00",0
Superlotto 6/49,02-43-40-34-35-06,12/27/2012,"48,716,373.60",0
Superlotto 6/49,03-31-24-17-12-47,12/30/2012,"56,969,928.00",2
Superlotto 6/49,23-11-25-18-09-03,1/3/2013,"16,000,000.00",1
Superlotto 6/49,18-02-46-03-30-38,1/6/2013,"16,000,000.00",0
Superlotto 6/49,49-19-34-17-45-41,1/8/2013,"16,000,000.00",0
Superlotto 6/49,36-42-34-29-47-37,1/10/2013,"16,083,082.80",0
Superlotto 6/49,32-21-18-49-07-05,1/13/2013,"22,458,211.20",0
Superlotto 6/49,02-34-27-11-14-07,1/15/2013,"27,084,128.40",0
Superlotto 6/49,21-26-45-34-10-01,1/17/2013,"32,147,319.60",0
Superlotto 6/49,07-21-01-06-14-39,1/20/2013,"38,887,138.80",0
Superlotto 6/49,13-22-04-15-32-31,1/22/2013,"43,791,796.80",0
Superlotto 6/49,45-23-34-20-48-08,1/24/2013,"48,879,601.20",0
Superlotto 6/49,45-43-30-21-42-33,1/27/2013,"56,341,080.00",0
Superlotto 6/49,48-22-15-12-18-01,1/29/2013,"62,411,180.40",0
Superlotto 6/49,47-45-39-11-14-23,1/31/2013,"69,103,170.00",1
Superlotto 6/49,10-43-09-07-45-03,2/3/2013,"16,000,000.00",0
Superlotto 6/49,18-27-12-23-20-03,2/5/2013,"16,000,000.00",0
Superlotto 6/49,18-31-06-26-15-47,2/7/2013,"16,000,000.00",0
Superlotto 6/49,19-47-29-33-20-32,2/10/2013,"22,001,565.60",0
Superlotto 6/49,03-19-29-39-01-43,2/12/2013,"26,477,906.40",0
Superlotto 6/49,09-04-41-11-17-42,2/14/2013,"31,339,407.60",0
Superlotto 6/49,07-23-14-45-18-48,2/17/2013,"38,282,709.60",0
Superlotto 6/49,41-44-26-21-13-16,2/19/2013,"43,317,702.00",0
Superlotto 6/49,39-27-09-13-22-10,2/21/2013,"48,618,601.20",0
Superlotto 6/49,15-38-12-10-05-07,2/24/2013,"55,882,875.60",0
Superlotto 6/49,39-02-13-32-04-18,2/26/2013,"61,281,226.80",0
Superlotto 6/49,28-30-07-36-33-15,2/28/2013,"67,272,040.80",1
Superlotto 6/49,32-41-01-27-30-37,3/3/2013,"16,000,000.00",0
Superlotto 6/49,22-04-45-49-10-40,3/5/2013,"16,000,000.00",0
Superlotto 6/49,26-43-31-38-22-02,3/7/2013,"16,000,000.00",0
Superlotto 6/49,08-21-13-47-29-48,3/10/2013,"22,251,812.40",0
Superlotto 6/49,41-40-31-27-28-36,3/12/2013,"26,553,654.00",0
Superlotto 6/49,40-30-22-16-07-34,3/14/2013,"30,956,122.80",0
Superlotto 6/49,09-17-28-36-19-33,3/17/2013,"37,655,647.20",2
Superlotto 6/49,43-02-26-29-12-06,3/19/2013,"16,000,000.00",0
Superlotto 6/49,13-42-15-37-07-04,3/21/2013,"16,000,000.00",0
Superlotto 6/49,12-26-06-40-24-34,3/24/2013,"16,000,000.00",0
Superlotto 6/49,41-03-35-17-06-04,3/26/2013,"17,334,446.40",0
Superlotto 6/49,34-06-40-01-12-46,4/2/2013,"21,222,295.20",0
Superlotto 6/49,21-47-02-10-29-16,4/4/2013,"25,716,380.40",0
Superlotto 6/49,02-45-10-04-09-31,4/7/2013,"31,712,277.60",0
Superlotto 6/49,14-31-08-16-02-42,4/9/2013,"36,122,832.00",0
Superlotto 6/49,25-07-02-45-35-49,4/11/2013,"40,966,725.60",0
Superlotto 6/49,10-21-39-34-05-22,4/14/2013,"47,732,468.40",0
Superlotto 6/49,28-21-03-23-41-38,4/16/2013,"53,432,424.00",0
Superlotto 6/49,04-32-27-31-46-20,4/18/2013,"59,431,176.00",0
Superlotto 6/49,44-40-31-10-12-48,4/21/2013,"67,146,447.60",0
Superlotto 6/49,01-24-35-31-47-21,4/23/2013,"73,402,801.20",0
Superlotto 6/49,25-37-35-12-09-45,4/25/2013,"79,954,743.60",0
Superlotto 6/49,46-18-33-31-14-30,4/28/2013,"88,487,179.20",0
Superlotto 6/49,06-10-16-24-09-05,4/30/2013,"95,932,278.00",2
Superlotto 6/49,22-24-02-49-38-23,5/2/2013,"16,000,000.00",0
Superlotto 6/49,36-22-25-29-42-11,5/5/2013,"16,000,000.00",0
Superlotto 6/49,05-27-36-26-01-02,5/7/2013,"16,311,848.40",0
Superlotto 6/49,07-28-16-27-25-37,5/9/2013,"21,134,970.00",0
Superlotto 6/49,03-04-42-14-35-45,5/12/2013,"27,740,984.40",0
Superlotto 6/49,47-16-46-23-09-34,5/14/2013,"32,186,646.00",0
Superlotto 6/49,49-12-04-40-32-44,5/16/2013,"37,247,090.40",0
Superlotto 6/49,28-19-40-33-10-45,5/19/2013,"44,344,674.40",0
Superlotto 6/49,38-34-43-22-29-17,5/21/2013,"50,270,646.40",0
Superlotto 6/49,46-31-44-39-45-34,5/23/2013,"56,419,910.40",0
Superlotto 6/49,12-37-45-25-04-26,5/26/2013,"63,799,474.40",0
Superlotto 6/49,30-43-35-20-17-31,5/28/2013,"69,967,734.40",0
Superlotto 6/49,32-40-38-28-21-29,5/30/2013,"76,334,082.40",0
Superlotto 6/49,38-27-44-43-32-49,6/2/2013,"84,436,882.40",0
Superlotto 6/49,20-05-45-35-26-21,6/4/2013,"90,996,106.40",1
Superlotto 6/49,40-20-26-15-45-36,6/6/2013,"16,000,000.00",1
Superlotto 6/49,19-46-35-40-43-16,6/9/2013,"16,000,000.00",0
Superlotto 6/49,11-42-45-14-19-16,6/11/2013,"16,000,000.00",0
Superlotto 6/49,14-08-27-26-06-43,6/13/2013,"16,000,000.00",0
Superlotto 6/49,44-17-05-34-31-10,6/16/2013,"20,838,760.00",0
Superlotto 6/49,07-42-34-46-40-01,6/18/2013,"25,388,972.00",0
Superlotto 6/49,35-13-46-18-49-28,6/20/2013,"30,267,264.00",0
Superlotto 6/49,38-17-48-28-15-45,6/23/2013,"36,609,760.00",0
Superlotto 6/49,44-46-18-27-42-02,6/25/2013,"41,487,780.00",0
Superlotto 6/49,33-46-30-44-18-41,6/27/2013,"46,648,476.00",0
Superlotto 6/49,26-11-32-31-17-06,6/30/2013,"53,500,248.00",0
Superlotto 6/49,26-02-43-14-48-20,7/2/2013,"59,644,292.00",0
Superlotto 6/49,44-28-24-42-08-06,7/4/2013,"66,111,804.00",0
Superlotto 6/49,15-27-45-41-18-12,7/7/2013,"74,187,624.00",0
Superlotto 6/49,46-49-15-16-35-18,7/9/2013,"80,918,896.00",0
Superlotto 6/49,41-40-30-10-32-21,7/11/2013,"88,292,828.00",1
Superlotto 6/49,49-21-37-48-14-09,7/14/2013,"16,000,000.00",0
Superlotto 6/49,08-24-13-40-32-11,7/16/2013,"16,000,000.00",0
Superlotto 6/49,41-38-42-30-01-45,7/18/2013,"16,000,000.00",1
Superlotto 6/49,10-28-43-46-49-23,7/21/2013,"16,000,000.00",0
Superlotto 6/49,24-41-39-26-38-15,7/23/2013,"16,000,000.00",0
Superlotto 6/49,19-14-26-09-45-06,7/25/2013,"16,000,000.00",0
Superlotto 6/49,26-31-34-33-43-06,7/28/2013,"19,122,344.00",0
Superlotto 6/49,26-43-49-42-13-15,7/30/2013,"23,141,876.00",0
Superlotto 6/49,35-31-18-12-10-30,8/1/2013,"27,355,068.00",0
Superlotto 6/49,21-20-05-04-09-32,8/4/2013,"33,338,084.00",0
Superlotto 6/49,18-40-45-20-17-49,8/6/2013,"38,156,304.00",0
Superlotto 6/49,16-10-07-46-04-32,8/8/2013,"43,131,496.00",0
Superlotto 6/49,21-01-18-23-05-25,8/11/2013,"48,846,368.00",1
Superlotto 6/49,05-13-38-11-27-47,8/13/2013,"16,000,000.00",0
Superlotto 6/49,28-38-35-37-09-43,8/15/2013,"16,000,000.00",0
Superlotto 6/49,10-43-21-28-22-40,8/18/2013,"16,000,000.00",0
Superlotto 6/49,31-02-10-24-07-28,8/20/2013,"16,000,000.00",1
Superlotto 6/49,16-41-24-31-02-49,8/22/2013,"16,000,000.00",0
Superlotto 6/49,49-44-24-35-10-11,8/25/2013,"16,000,000.00",0
Superlotto 6/49,21-25-11-20-19-44,8/27/2013,"16,000,000.00",0
Superlotto 6/49,05-41-44-35-30-07,8/29/2013,"16,000,000.00",0
Superlotto 6/49,05-32-38-13-45-39,9/1/2013,"19,530,756.00",0
Superlotto 6/49,34-07-30-19-21-02,9/3/2013,"23,467,224.00",0
Superlotto 6/49,20-11-27-46-02-15,9/5/2013,"27,588,492.00",0
Superlotto 6/49,20-43-26-15-17-06,9/8/2013,"32,792,220.00",0
Superlotto 6/49,49-34-14-17-25-09,9/10/2013,"36,455,836.00",0
Superlotto 6/49,21-40-23-25-41-48,9/12/2013,"40,565,264.00",0
Superlotto 6/49,27-06-22-04-11-43,9/15/2013,"45,654,532.00",0
Superlotto 6/49,30-28-37-49-47-33,9/17/2013,"50,190,316.00",0
Superlotto 6/49,20-04-30-16-44-26,9/19/2013,"55,004,584.00",0
Superlotto 6/49,22-41-04-17-38-29,9/22/2013,"60,704,624.00",0
Superlotto 6/49,03-29-42-45-18-20,9/24/2013,"65,517,264.00",0
Superlotto 6/49,44-47-23-14-18-24,9/26/2013,"70,494,844.00",0
Superlotto 6/49,36-01-19-46-44-31,9/29/2013,"77,146,996.00",1
Superlotto 6/49,30-13-02-27-39-32,10/1/2013,"16,000,000.00",0
Superlotto 6/49,44-29-11-40-09-02,10/3/2013,"16,000,000.00",0
Superlotto 6/49,32-47-11-07-21-08,10/6/2013,"16,000,000.00",0
Superlotto 6/49,24-26-03-10-39-29,10/8/2013,"16,000,000.00",0
Superlotto 6/49,21-28-11-25-23-20,10/10/2013,"18,469,460.00",0
Superlotto 6/49,45-15-06-02-03-28,10/13/2013,"23,535,732.00",0
Superlotto 6/49,04-14-17-12-11-31,10/15/2013,"27,188,444.00",0
Superlotto 6/49,30-03-26-12-05-22,10/17/2013,"31,303,924.00",0
Superlotto 6/49,03-40-09-17-30-12,10/20/2013,"36,584,624.00",1
Superlotto 6/49,35-01-49-21-24-04,10/22/2013,"16,000,000.00",0
Superlotto 6/49,24-33-34-12-06-25,10/24/2013,"16,000,000.00",0
Superlotto 6/49,13-38-46-34-25-22,10/27/2013,"16,000,000.00",0
Superlotto 6/49,18-29-03-31-17-13,10/29/2013,"16,000,000.00",0
Superlotto 6/49,36-37-10-08-49-40,10/31/2013,"17,594,368.00",0
Superlotto 6/49,05-10-32-29-45-37,11/3/2013,"22,649,464.00",0
Superlotto 6/49,48-16-02-46-29-45,11/5/2013,"26,039,684.00",0
Superlotto 6/49,15-11-23-45-08-12,11/7/2013,"29,241,276.00",0
Superlotto 6/49,37-19-32-31-05-14,11/10/2013,"34,527,424.00",0
Superlotto 6/49,03-06-45-31-16-27,11/12/2013,"38,863,408.00",0
Superlotto 6/49,22-06-01-27-34-15,11/14/2013,"43,496,364.00",0
Superlotto 6/49,36-04-30-26-31-27,11/17/2013,"49,671,032.00",0
Superlotto 6/49,07-47-21-33-38-24,11/19/2013,"54,721,804.00",0
Superlotto 6/49,47-21-09-35-19-15,11/21/2013,"59,897,028.00",0
Superlotto 6/49,42-10-33-38-04-23,11/24/2013,"66,079,836.00",0
Superlotto 6/49,28-06-35-36-02-21,11/26/2013,"71,332,748.00",0
Superlotto 6/49,49-22-17-21-23-24,11/28/2013,"76,834,504.00",0
Superlotto 6/49,08-45-03-46-49-26,12/1/2013,"84,317,088.00",0
Superlotto 6/49,02-41-23-03-05-04,12/3/2013,"90,911,548.00",0
Superlotto 6/49,15-07-30-48-25-32,12/5/2013,"98,386,344.00",0
Superlotto 6/49,10-36-44-35-19-39,12/8/2013,"107,698,860.00",0
Superlotto 6/49,11-05-03-43-38-35,12/10/2013,"116,430,996.00",0
Superlotto 6/49,12-08-37-17-20-09,12/12/2013,"126,350,776.00",1
Superlotto 6/49,14-46-21-02-10-17,12/15/2013,"16,000,000.00",0
Superlotto 6/49,40-42-14-47-24-30,12/17/2013,"16,000,000.00",0
Superlotto 6/49,33-23-34-49-16-03,12/19/2013,"16,000,000.00",0
Superlotto 6/49,34-35-16-33-42-23,12/22/2013,"18,398,048.00",0
Superlotto 6/49,13-42-18-15-41-05,12/24/2013,"20,499,224.00",0
Superlotto 6/49,25-02-46-45-39-47,12/26/2013,"24,635,820.00",0
Superlotto 6/49,45-39-34-21-05-19,12/29/2013,"30,577,516.00",1
Superlotto 6/49,44-34-09-49-12-26,12/31/2013,"16,000,000.00",0
Superlotto 6/49,42-08-45-41-48-03,1/2/2014,"16,000,000.00",0
Superlotto 6/49,11-27-01-35-02-30,1/5/2014,"16,000,000.00",0
Superlotto 6/49,16-48-24-14-27-28,1/7/2014,"16,000,000.00",0
Superlotto 6/49,33-48-34-20-11-03,1/9/2014,"19,458,416.00",0
Superlotto 6/49,09-21-14-27-06-19,1/12/2014,"24,816,752.00",1
Superlotto 6/49,24-28-08-31-20-13,1/14/2014,"16,000,000.00",0
Superlotto 6/49,21-43-38-49-11-20,1/16/2014,"16,000,000.00",0
Superlotto 6/49,25-07-36-12-43-33,1/19/2014,"16,000,000.00",1
Superlotto 6/49,12-09-35-45-27-25,1/21/2014,"16,000,000.00",0
Superlotto 6/49,29-43-48-13-06-25,1/23/2014,"16,000,000.00",0
Superlotto 6/49,02-42-06-13-34-40,1/26/2014,"16,000,000.00",0
Superlotto 6/49,29-28-45-44-40-18,1/28/2014,"17,027,120.00",0
Superlotto 6/49,48-08-43-34-44-30,1/30/2014,"20,544,940.00",0
Superlotto 6/49,40-29-05-44-49-07,2/2/2014,"26,031,796.00",0
Superlotto 6/49,36-06-19-24-03-28,2/4/2014,"30,412,268.00",0
Superlotto 6/49,30-20-06-29-01-03,2/6/2014,"35,139,236.00",0
Superlotto 6/49,29-35-13-48-22-09,2/9/2014,"41,296,100.00",0
Superlotto 6/49,24-38-43-22-37-31,2/11/2014,"46,339,620.00",0
Superlotto 6/49,03-13-33-07-49-02,2/13/2014,"51,534,272.00",0
Superlotto 6/49,14-22-42-11-26-49,2/16/2014,"58,281,984.00",0
Superlotto 6/49,32-17-43-14-40-23,2/18/2014,"63,865,672.00",0
Superlotto 6/49,49-32-04-12-23-24,2/20/2014,"69,658,556.00",0
Superlotto 6/49,12-41-32-08-35-16,2/23/2014,"76,762,808.00",0
Superlotto 6/49,14-25-47-22-17-04,2/25/2014,"82,770,864.00",0
Superlotto 6/49,30-44-45-07-39-48,2/27/2014,"89,065,812.00",1
Superlotto 6/49,28-41-31-45-09-12,3/2/2014,"16,000,000.00",0
Superlotto 6/49,26-36-07-28-01-46,3/4/2014,"16,000,000.00",0
Superlotto 6/49,04-17-11-44-39-31,3/6/2014,"16,000,000.00",0
Superlotto 6/49,41-27-21-47-43-14,3/9/2014,"16,876,860.00",0
Superlotto 6/49,17-49-13-24-10-03,3/11/2014,"20,011,176.00",0
Superlotto 6/49,07-49-40-25-38-37,3/13/2014,"23,210,212.00",0
Superlotto 6/49,01-15-47-36-08-48,3/16/2014,"28,585,736.00",0
Superlotto 6/49,12-46-26-30-27-09,3/18/2014,"32,955,960.00",0
Superlotto 6/49,22-30-01-40-32-12,3/20/2014,"37,473,672.00",0
Superlotto 6/49,16-44-43-17-47-12,3/23/2014,"43,024,400.00",0
Superlotto 6/49,49-31-16-07-24-28,3/25/2014,"47,588,788.00",0
Superlotto 6/49,16-26-47-46-32-08,3/27/2014,"52,358,672.00",0
Superlotto 6/49,36-40-24-10-35-17,3/30/2014,"58,281,024.00",0
Superlotto 6/49,22-20-17-09-13-29,4/1/2014,"63,332,184.00",1
Superlotto 6/49,08-01-35-46-02-22,4/3/2014,"16,000,000.00",0
